"List_name","List_Mobile","List_Address"
"People Fashion & Accessories","+91 751 492 3579","B1 ,CITY CENTER, MRS ROAD, GWALIOR-474001,(OPPOSITE PETROL PUMP"
"WOODLAND","+91 751 401 2786","Ground floor Fortune Plaza, Shop Near Suzuki Showroom, Madhav Rao Scindia Marg"
"Red Chief","+91 751 408 0199","Patankar Bazaar"
"Wrangler","+91 751 401 0358","Ground Floor, DD Mall, Maharani Laxmibai Road"
"Peter England","+91 751 403 2132","Site No. 29/30, Hotel Shelter Compound, Padav"
"Vishal sports Wear","+91 93299 83805","Naka Chandrabadni Main Road"
"Levis","Open ⋅ Closes 10PM","Ground floor DB MALL Near Railway Station"
"Louis Philppe","Open ⋅ Closes 10PM","Ground floor DB MALL Near Railway Station"
"Jockey Exclusive Store","+91 751 492 4189","Racecourse Rd"
"Jini & JONY","+91 751 409 9968","Gandhi Road, near hotel sita minor k pass"
"Dennison","+91 751 404 0797","G-1"
"ladies tailars repairing centre","","Gwalior"
"Rangriti","Open ⋅ Closes 10PM","First floor DB Mall, Near Railway Station"
"Traditional Fashion Street","Open 24 hours","+91 79990 87627"
"Being Human Store","Open ⋅ Closes 10PM","+91 751 699 2626"
"Uniform Junction","+91 751 262 7133","Vivekanand Marg & Mochi Oli"
"HOFFMEN","+91 751 406 2328","Ground Floor, D.D Mall, D.D Nagar, MLB Rd"
"Uma Creations","Closes soon ⋅ 8PM","+91 93006 40061"
"Toonz Kids & Baby Store Mlb Road Gwalior","+91 88785 36664","Gwalior, Madhya Pradesh, India"
"GINI & JONY","+91 751 403 1044","Gwalior, Madhya Pradesh, India"
"RUFF","+91 751 407 7957","Gwalior, Madhya Pradesh, India"
"PUMA","+91 99770 03867","Gwalior, Madhya Pradesh, India"
"K.C.GOLD","+91 90095 99992","Gwalior, Madhya Pradesh, India"
"Lovely Boutique","+91 94251 10753","Gwalior, Madhya Pradesh, India"
"Handloom And Khadi Emporium","+91 94257 51150","Gwalior, Madhya Pradesh, India"
