"List_name","List_Mobile","List_Address"
"Black spider","+91 82715 14132","Patna, Bihar, India"
"Apna bazzar","+91 81004 19191","Patna, Bihar, India"
"S a enterprises","+91 80925 18402","Patna, Bihar, India"
"Shreya Enterprises","+91 81300 20657","Patna, Bihar, India"
"A & R TRADERS","+91 94310 15420","Patna, Bihar, India"
"Upasana enterprises","+91 62074 10628","Patna, Bihar, India"
"Dhananjay leggings","+91 98352 69593","Patna, Bihar, India"
"Nazar E madina","+91 97084 22232","Bihar, India"
"Ravi hosieary","+91 79032 39544","Bihar, India"
"Uttam hosieery","+91 99314 87935","Patna, Bihar, India"
"Vindyavasani Textiles","+91 93343 11291","Patna, Bihar, India"
"Pink & Baby Pink (Aarna Enterprises)","+91 62002 69590","Patna, Bihar, India"
"Pappu Synthetics","+91 93348 96696","Patna, Bihar, India"
"Bala ji Enterprises","+91 96934 25638","Patna, Bihar, India"
"Ajit Bhai Naiteewala","+91 97718 00995","Patna, Bihar, India"
"S R Enterprise","+91 87099 15988","Patna, Bihar, India"
"Mithi textiles","+91 93085 67252","Patna, Bihar, India"
"Sourav Fabric","+91 99888 24275","Bihar, India"
"Singh Textile","+91 76544 80441","Patna, Bihar, India"
"Top Collection","+91 96615 26128","Bihar, India"
"Ambey traders","+91 98358 72443","Patna, Bihar, India"
"Girls World","+91 85389 67001","Patna, Bihar, India"
"Cost to cost collection","+91 76774 95072","Patna, Bihar, India"
"Ganga Vastralaya","+91 93866 90659","Bihar, India"
"Lyycot hosiery","+91 72772 27520","Patna, Bihar, India"
"Punam garmends","+91 88093 80455","Patna, Bihar, India"
"Fashionjio","+91 74638 33797","Patna, Bihar, India"
"Ambika Trading Agency","+91 98353 95170","Patna, Bihar, India"
"Manoj Bhai Naitee Wala","+91 93866 90659","Patna, Bihar, India"
"Ajay Collection","+91 93041 45800","Patna, Bihar, India"
"www.zinniashop.com ! Online women's ethnic wear shop. Retailer and Wholesaler","+91 70706 78924","Patna, Bihar, India"
"Shree Dholi Sati Textiles Pvt Ltd - Best Wholesale Shop in Textile and Readymade in Patna","+91 612 668 8608","Patna, Bihar, India"
"BHAGWATI TRADERS","+91 72503 85665","Patna, Bihar, India"
"kewal chand and sons","+91 84070 64578","Patna, Bihar, India"
"Mekhla Wings","+91 97718 83471","Patna, Bihar, India"
"New Fashion Footwear","+91 73670 08750","Patna, Bihar, India"
"G.Lall & Sons","+91 98522 48407","Patna, Bihar, India"
"Sonu's Fashion","+91 93087 03035","Patna, Bihar, India"
"Siyaram's Shop Khetan Super Market","+91 612 267 5577","Patna, Bihar, India"
"Biba Girls","+91 612 225 0218","Patna, Bihar, India"
"Sai Hosiery - Patna (School Uniforms & T-Shirts Manufacturing Company)","+91 98353 68473","Patna, Bihar, India"
"New Mota Bhai Saree Wala","+91 98522 05130","Patna, Bihar, India"
"Prince Suiting & Shirting","+91 93341 27529","Patna, Bihar, India"
"Biba Apparels- Dresses To Wear To A Wedding","+91 612 259 9998","Patna, Bihar, India"
"SkoolStore- School Suppliers in Patna, NCERT-CBSE Books, school uniform, Bags, accessories Online","+91 74190 00086","Patna, Bihar, India"
"Munna Button Stores & Matching Center","+91 70335 88116","Patna, Bihar, India"
"Agarwal Synthetics","","Dujra Diara, Bihar, India"
"Biba Apparels- Silk Dupattas","+91 612 236 2258","Patna, Bihar, India"
"Biba Apparels- Kurtis For Women","+91 612 227 0885","Patna, Bihar, India"
"RAYMOND READYMADE DISTRIBUTOR","Closes soon ⋅ 8PM","Patna, Bihar, India"
"Shri Dholi Sati Textiles Pvt. Ltd.","+91 612 668 8605","Patna, Bihar, India"
"PARTNER JEANS","+91 93348 03131","Patna, Bihar, India"
"Ashrafi Garments & Shoe Corner","+91 98354 02764","Patna, Bihar, India"
"Vaishali Silai Center","+91 92790 40816","Patna, Bihar, India"
"AR Traders","+91 82528 11007","Patna, Bihar, India"
"Neha Button Store","+91 99390 16683","Patna, Bihar, India"
"G.G. Textiles","+91 99056 54090","Patna, Bihar, India"
"DAKS NEO CLOTHING CO.(INDIA)","+91 98352 61756","Patna, Bihar, India"
"K. Amit Wear","+91 98352 72696","Patna, Bihar, India"
"Amrit Lal Ghanshyam Das & Co.","+91 612 230 4625","Patna, Bihar, India"
"Beauty Corner","+91 92043 36334","Patna, Bihar, India"
"Rahul Textiles","+91 612 320 9932","Patna, Bihar, India"
"Gyan Ganga Ltd.","+91 93048 26655","""... stationeries, school dress, school bags etc..."""
"Khadi Gramodyog Bhandar","+91 612 266 3219","Patna, Bihar, India"
"Dungarmal Lal Chand","+91 95767 70211","Patna, Bihar, India"
"SARASWATI SILAI CENTRE PATNA","+91 74884 05420","Patna, Bihar, India"
"Rajlaxmi Jewellers (P) Ltd","+91 612 267 5028","Patna, Bihar, India"
"DKishu's Garments Pvt.Ltd.","+91 84098 23267","Patna, Bihar, India"
"Radha Rani - A Complete Female Showroom & Boutique","+91 93043 11718","Patna, Bihar, India"
"Mirchfresh Call N Order Super Market","+91 73609 76801","Patna, Bihar, India"
"Cult Classic","+91 97085 40982","Patna, Bihar, India"
"Kailash Synthetics","+91 78707 08932","Patna, Bihar, India"
"Shree Ram Fabrics","+91 612 267 5305","Patna, Bihar, India"
"GREEN GOLD STORE","+91 77819 12509","Patna, Bihar, India"
"Basu Textile","+91 72959 61587","Patna, Bihar, India"
"Ruchi Garments- Bihar's #1 Garment Company","+91 93041 86495","Patna, Bihar, India"
"Matching Center","+91 98522 16750","Patna, Bihar, India"
"Gift Corner","+91 93864 32577","Patna, Bihar, India"
"ANTON BASKIN","+91 85390 64745","Patna, Bihar, India"
"Shri Shankar Payal Bhandar","+91 93341 35151","Patna, Bihar, India"
"Sanu","+91 98356 40884","Patna, Bihar, India"
"Anmol Churi Mahal","+91 88096 32100","Patna, Bihar, India"
"Much-More","+91 99315 06710","Patna, Bihar, India"
"KHOOSHI ENTERPRISES ( Barcode Wala )","+91 93344 93507","Patna, Bihar, India"
"Shop","+91 72609 54768","Patna, Bihar, India"
"Apna Jewellery","+91 96939 16916","Patna, Bihar, India"
"Fashion Stores","+91 85213 09949","Patna, Bihar, India"
"Lee Berry Retails","+91 612 223 2158","Patna, Bihar, India"
"Star Times","+91 84709 89551","Patna, Bihar, India"
"Rubi tellers","+91 78570 29123","Patna, Bihar, India"
"Raj nandani prashikshan sansthan","+91 92043 97989","Patna, Bihar, India"
"UlluTshirts.com","+91 70046 24834","Patna, Bihar, India"
"Mahesh collection","+91 93341 36009","Patna, Bihar, India"
"Shrivastava Watch And Opticom","+91 93342 23905","Patna, Bihar, India"
"Picasso Shirt","+91 612 222 3462","Patna, Bihar, India"
"Today's Fashion","+91 93341 10962","Patna, Bihar, India"
"Chhabra Sports Agencies","+91 72772 52440","Patna, Bihar, India"
"M G market","","Patna, Bihar, India"
"MILAN JEWELLERS","+91 87890 90297","Patna, Bihar, India"
"Aurelia","+91 70046 50091","Patna, Bihar, India"
"Janki Jewellers & Son","+91 99348 12812","Patna, Bihar, India"
"Metro Shoes","+91 612 254 1012","Patna, Bihar, India"
"DUKE","+91 93040 50007","Patna, Bihar, India"
"National Hosiery","+91 96319 97606","Patna, Bihar, India"
"Leatherworld","Open now","Patna, Bihar, India"
"Duke","+91 94702 03471","Patna, Bihar, India"
"Levi's Exclusive Store","+91 612 253 3770","Patna, Bihar, India"
"New Bihar Khadi Redimade Garments","+91 93869 40171","Patna, Bihar, India"
"Amir Janasin Dress Material & Button Store","+91 97084 85142","Patna, Bihar, India"
"KILLER","+91 612 225 5416","Patna, Bihar, India"
"Spykar","+91 93342 74471","Patna, Bihar, India"
"Pukhraj in patna( Best astrologer in patna ) near me","+91 93087 14936","Patna, Bihar, India"
"Basant Jewellers","+91 612 222 7782","Patna, Bihar, India"
"Time Center & Opticals","+91 92632 70267","Patna, Bihar, India"
"Madina Hosiery","+91 612 222 0160","Patna, Bihar, India"
"Bombay Dyeing","+91 93342 88063","Patna, Bihar, India"
"Manish Saree Emporium","+91 70618 10012","Patna, Bihar, India"
"Duke","+91 612 225 5416","Patna, Bihar, India"
"Indian Terrain","+91 93046 57965","Patna, Bihar, India"
"Krish Fashion","+91 93861 57963","Patna, Bihar, India"
"Stop N Shop","+91 97712 07133","Patna, Bihar, India"
"Luv Kush","+91 93868 99423","Patna, Bihar, India"
"Killer Jeans","+91 93089 99513","Patna, Bihar, India"
"Biba Apparels Store Patna, Bihar","+91 612 322 5464","Patna, Bihar, India"
"INDIAN TERRAIN","+91 612 223 0131","Patna, Bihar, India"
"Planet Fashion","+91 621 224 3032","Patna, Bihar, India"
"Asher corp llp","+91 88096 63948","Patna, Bihar, India"
"Piyush","+91 91991 05770","Patna, Bihar, India"
"GINI & JONY","+91 612 236 0978","Patna, Bihar, India"
"Jockey","+91 612 250 0080","Patna, Bihar, India"
"Spykar Lifestyles","+91 612 232 3166","Patna, Bihar, India"
"Meena Bazaar","+91 85277 99712","Patna, Bihar, India"
"DUKE","+91 612 540 2991","Patna, Bihar, India"
"LINEN CLUB SHOWROOM","+91 99031 08587","Patna, Bihar, India"
"Red Tape","+91 612 222 0210","Patna, Bihar, India"
"Chandra Readymade Garments Export House","+91 91352 69991","Patna, Bihar, India"
"Sarita Shoppee","+91 612 220 1078","Patna, Bihar, India"
"Biba","+91 92666 04621","Patna, Bihar, India"
"Uniform World","+91 79037 59477","Patna, Bihar, India"
"Rohit wholesale store","+91 96083 10781","Patna, Bihar, India"
"Reebok","","Patna, Bihar, India"
"PAN AMERICA","+91 612 223 2809","Patna, Bihar, India"
"New Manish Saree Emporium - Best Saree Showroom","+91 96932 27513","India"
