List_name,List_Mobile,List_Address
Shree Ji Whole Sale Cloth Merchant,+91 92190 55664,"Near Hindu College, Station Rd"
Bhailal Kapde Wale,Closes soon ⋅ 8:30PM,+91 92190 88741
Kartik Creation,+91 93199 29534,244001
Ashok Chhabra & Sons,+91 94573 88923,"Near S.S. Inter College, Railway, Station Rd"
Sareeking,+91 85868 47070,"SAREEKING shop no 7 , Kunwar Complex opp. Hindu collage, Station Rd"
Arora Collections - Men's Wear Store,+91 90454 52467,"35, Kothiwal Nagar"
Shyam Textiles,+91 94108 63741,"Bus Stand, Near Kashi Pur, Rampur Rd"
Fashion & Style - Moradabad,+91 79068 05468,Northern Railway Line
Ashok Jewellers,+91 97590 07503,Ganj Sabji Mandi Rd
Murli Creations,Closes soon ⋅ 8:10PM,+91 93597 02099
Norica Corner,,"26s, Faiz Gunj-Government College Rd"
SHIVA APPARELS (KCOY),+91 83070 77775,Budh Bazaar Rd
Super India Overseas,+91 98706 12221,"Moradabad, Uttar Pradesh, India"
SWAROOP,+91 98975 04343,"""Come here for Premium & Exclusive Female Wear at Wholesale ..."""
Radhika Suits & Sarees,+91 591 231 2917,"Moradabad, Uttar Pradesh, India"
Utsav Sarees,+91 97599 99194,"Moradabad, Uttar Pradesh, India"
Shajhad Chodi Avam Latkan Centre,+91 94577 36899,"Moradabad, Uttar Pradesh, India"
Hadi Manufacturing Co.,+91 99273 88085,"Moradabad, Uttar Pradesh, India"
SSDN Handloom,+91 93542 98001,"Moradabad, Uttar Pradesh, India"
Nazir collection,+91 80576 02851,"Moradabad, Uttar Pradesh, India"
Lal Chand And Sons,+91 98974 02109,"Moradabad, Uttar Pradesh, India"
Anushka Metals,+91 98970 61790,"Moradabad, Uttar Pradesh, India"
Aadinath By Gauri,+91 63608 86525,"Moradabad, Uttar Pradesh, India"
Gagan Traders,+91 98978 94505,"Moradabad, Uttar Pradesh, India"
Sharma Ji Garments,+91 94100 65892,"Moradabad, Uttar Pradesh, India"
Hiba Cloth House,+91 90452 73625,"Moradabad, Uttar Pradesh, India"
Liveration Clothes Manufacturing & Printing,+91 70552 21305,"Moradabad, Uttar Pradesh, India"
Blackberrys - Ekta Enterprises,+91 99274 87666,"Moradabad, Uttar Pradesh, India"
Hi fi Garments,+91 98977 83441,"Moradabad, Uttar Pradesh, India"
Ria Collection,+91 89237 37455,"Moradabad, Uttar Pradesh, India"
Ekraj Collection,+91 96759 95769,"Moradabad, Uttar Pradesh, India"
Sadhana Textiles,+91 93190 83183,"Moradabad, Uttar Pradesh, India"
S.P. Enterprises,+91 75992 95610,"22, Near Durga Mandir, Arya Samaj Building, Budh Bazar, Station Rd"
Preet Tex,+91 70178 26335,"Shop No.14, In Front Of Imperil Cinema Hall, Railway Station Rd"
Vidushi Textile,+91 97604 52176,"Opp. Imperil Cinema, Station Rd"
Ashish Textiles,+91 80575 05904,"Kunwar Shopping Complex , Near Ek Minar Masjid, Station Rd"
Ashok Kumar & Brothers,+91 98084 46645,"Shop No.11, Kunwar Complex Shopping, Near Ek Minar Masjid, Station Rd"
Satguru Textile,+91 98378 87822,"Ajanta, Shop No.2, Near Hotel, Station Rd"
Bishambar Lal Dhamijha And Co.,+91 96341 81332,"Shop No. 5, Kunwar Complex Shopping, Near Ek Minar Masjid, Station Rd"
Madhav Hosiery,+91 80062 59008,"Near Arya Samaj School, Budh Bazar, Station Rd"
Raza Traders,+91 74175 76854,"Near Meena Masjid, Eidgah Road Bhooray Ka Chauraha"
Poonam Textiles,+91 97567 16678,"Opp. Imperil Cinema, Railway Station Rd"
Relaxo Footwears Limited,Open ⋅ Closes 9PM,+91 591 247 1399
Kunwar Shopping Complex,Open ⋅ Closes 11PM,244001
Blackberrys Exclusive Store,+91 591 245 4767,"Shop No 18/2, Kanth Road, Mukarrabpur, Near, Madhubani Chowk"
Libas,+91 1800 22 8990,Town Hall
Fashion & The City,,
Chabra 555,Open now,"Opposite Vikas manzil, phone no- (0591) 3247555, 2421555, GMD Rd"
Spykar,+91 591 245 1660,"shop 19 & 20, westend mall, ram ganga vihar, near MIT Engineering college, MDA"
Rashtriya Gramodya Sansthan,+91 94578 84608,"1/B-438, Delhi Rd"
N.K.Textiles,+91 90124 46655,"Near Super Bazar, Station Rd"
Radhika Extension,+91 1800 22 8990,"Opp:Bata Showroom, Town Hall"
The Raymond Shop,+91 591 245 7035,"RRK Mora Rd, Near C.L. GUPTA EYE INSTITUTE INTERSECTION"
Shelly Garments,Open ⋅ Closes 9PM,+91 591 231 9698
Planet Fashion,+91 591 231 6833,"Readymade Garments, Standard Gurhatti, Crossing Court Road"
Bombay Dyeing,+91 591 231 5805,"New Khandelwal Emporium, Exclusive ARS, Town Hall"
People Fashion & Accessories,+91 591 297 0824,"Shop No. 1 & 3, Plot No.2, Near Tanishq, Kanth Rd"
Bansal Textiles,+91 1800 22 8990,GMD Rd
Oriflame,+91 98180 95154,"H-4, Dev Vihar Colony Near Commisssioner Residence"
V-Mart,+91 93588 46761,"kotwali, Reti street Chowmukha Pul, Purani"
Planet Fashion,+91 591 245 6833,"No. 16/1,Civil Lines, Kanth Road, Pili Kothi, Next to Gautam petrol pump."
Moradabad Cloth House,+91 98972 10041,"Chaddha Complex, Opp, GMD Rd"
Globus Fashion,+91 90270 83441,"West End Mall Ground Floor,No 7 Ram Ganga Vihar Phase 2,F-31 Near MIT College"
Prabhu Dayal Ashok Kumar,+91 93597 09696,"Moradabad,"
Meena Bazaar,,Closes soon ⋅ 8PM
Lilliput,,+91 591 241 4827
Seema Textile Agencies,+91 94122 41806,"Near Durga Madir gali, shri Durga Mandir Gali, Station Rd"
M/S SHYAM TEXTILES MORADABAD,Closes soon ⋅ 8:15PM,"""It is a Right place for wholesale ladies suits ."""
Khanna Sons,+91 1800 22 8990,Bazar Gunj
Levi's Shop,Open ⋅ Closes 9PM,+91 591 245 2188
CANTABIL,+91 591 241 4964,"Pili Kothi, A-140, Awas Vikas Colony Near"
Peter England,+91 522 402 9770,"Store-62660-Shop No-20 Civil Line Pili Kothi Kanth Road ,"
Peter England Store,+91 591 241 7899,"Moradabad, Uttar Pradesh, India"
Lahore Matching Centre,,"Moradabad, Uttar Pradesh, India"
TRUMKART,+91 75005 87999,"Moradabad, Uttar Pradesh, India"
Fab India,Open ⋅ Closes 9:30PM,"Moradabad, Uttar Pradesh, India"
Levi's Exclusive Store,+91 99538 21004,"Moradabad, Uttar Pradesh, India"
The Raymond Shop,+91 22 4036 7000,"Moradabad, Uttar Pradesh, India"
Nicky Toys,+91 98378 11007,"Moradabad, Uttar Pradesh, India"
Numero Uno,+91 591 245 4288,"Moradabad, Uttar Pradesh, India"
Sangini Ladies Designer Wear,+91 591 245 2906,"Moradabad, Uttar Pradesh, India"
Gini & Jony,+91 98970 72111,"Moradabad, Uttar Pradesh, India"
AND Store,+91 95579 66652,"Moradabad, Uttar Pradesh, India"
Gangotri Production,+91 84499 03590,"Moradabad, Uttar Pradesh, India"
Shivraj Creations,+91 98972 79555,"Moradabad, Uttar Pradesh, India"
Life Style Fashion Store,+91 87555 55493,"Moradabad, Uttar Pradesh, India"
Asha Collection,+91 97191 39786,"Moradabad, Uttar Pradesh, India"
J K Textiles,Closes soon ⋅ 8PM,"Moradabad, Uttar Pradesh, India"
New Kumar Dresses,+91 98972 66152,"Moradabad, Uttar Pradesh, India"
Firstcry.com Store Moradabad,+91 70885 70886,"Moradabad, Uttar Pradesh, India"
